id,SMILES1,SMILES2,result
0.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)C=CC(=O)O,1
1.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)CC(=O)O,0
2.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)CCC(=O)O,1
3.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)CC(O)C(=O)O,1
4.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)C(O)C(O)C(=O)O,1
5.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)CCCCC(=O)O,0
6.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=C(O)CCCC(=O)O,0
7.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Oc1cc(O)cc(O)c1,1
8.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Oc1cccc(O)c1,1
9.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Cc1cc(O)cc(O)c1,1
10.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Oc1ccc(O)cc1,1
11.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Oc1cccc(O)c1O,1
12.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Oc1ccccc1O,1
13.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,COc1cc(C=CC(=O)O)ccc1O,0
14.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NC(N)=O,0
15.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=C(O)c1ccccc1O,0
16.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Nc1ncnc2nc[nH]c12,0
17.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NC(=O)CCC(N)C(=O)O,0
18.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Cc1c[nH]c(=O)[nH]c1=O,0
19.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NC(=O)c1ccncc1,0
20.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=C(O)c1cccnc1,0
21.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=C(O)c1ccccc1,0
22.0,CC(O)C(N)C(=O)O,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0
23.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Nc1ccnc(=O)[nH]1,0
24.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NC(=O)c1cccnc1,0
25.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,O=C(O)C1CCCN1,0
26.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NCCCCC(N)C(=O)O,0
27.0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,NC(Cc1cnc[nH]1)C(=O)O,0
28.0,CC(N)=O,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0
29.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)c1cc(O)c(O)c(O)c1,0
30.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Nc1ccnc(=O)[nH]1,1
31.0,NC(N)=O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
32.0,CC(=O)Oc1ccccc1C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
33.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
34.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)c1ccccc1O,0
35.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Nc1ccc(C(=O)O)cc1,1
36.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)C=CC(=O)O,0
37.0,NC(CC(=O)O)C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
38.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)C(O)C(O)C(=O)O,0
39.0,CC(N)=O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
40.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C1NS(=O)(=O)c2ccccc21,0
41.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Nc1ncnc2nc[nH]c12,1
42.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)CCC(=O)O,0
43.0,NC(CCC(=O)O)C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
44.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
45.0,NC(=O)c1cccnc1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
46.0,NC(=O)c1ccccc1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
47.0,NC(=O)CCC(N)C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
48.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)c1cccnc1,0
49.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)CCCCC(=O)O,0
50.0,NC(=O)c1ccc(O)cc1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
51.0,CC(C)CC(N)C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
52.0,NC(Cc1ccccc1)C(=O)O,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
53.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C(O)c1ccccc1,0
54.0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=C1OC(C(O)CO)C(O)=C1O,0
55.0,NC(=O)c1ccncc1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1
56.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1ccc(-c2ccc(O)cc2)cc1,0
57.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,c1ccc(-c2ccncc2)cc1,0
58.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cc(O)cc(O)c1,0
59.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CCCCCCCCCCCCCCCCO,0
60.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,c1cc(-c2ccncc2)ccn1,1
61.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc2ccccc12,0
62.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc(O)c1,0
63.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccc2cnccc12,0
64.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc2ccccc12,0
65.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,Oc1cccnc1,0
66.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccncc1,0
67.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccc(C#N)cc1,0
68.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccnc1,0
69.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc(O)c1,0
70.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1cccc(C#N)c1,0
71.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,N#Cc1ccc(O)cc1,0
72.0,NC(=O)c1cccnc1,O=C(O)c1ccccc1O,1
73.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,NC(=O)c1cccnc1,1
74.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,NC(=O)c1cccnc1,1
75.0,NC(=O)c1cccnc1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,1
76.0,CC(=O)Nc1ccc(O)cc1,NC(=O)c1cccnc1,0
77.0,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,NC(=O)c1cccnc1,0
78.0,NC(=O)CN1CCCC1=O,NC(=O)c1cccnc1,0
79.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccc(N)cc1,0
80.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cc(O)cc(O)c1,0
81.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1cccc(N)c1,0
82.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
83.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)c(O)c1,0
84.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccc1N,1
85.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccn1,1
86.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccccc1O,1
87.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1ccc(C(=O)O)cc1,0
88.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)cc1,1
89.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccc(O)cc1,0
90.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccn1,0
91.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccc1O,0
92.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cccc(O)c1,0
93.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1cccnc1,1
94.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cc(O)ccc1O,0
95.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccc(O)cc1O,0
96.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1ccccc1C(=O)O,0
97.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,Nc1cccc(C(=O)O)c1,0
98.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccncc1,0
99.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCC(=O)O,0
100.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1cccnc1,0
101.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)C(=O)O,0
102.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCCCC(=O)O,0
103.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,NC(=O)c1ccncc1,0
104.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,0
105.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CC(=O)O,0
106.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C1NS(=O)(=O)c2ccccc21,0
107.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
108.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)CCCC(=O)O,0
109.0,CC(=O)Nc1nnc(S(N)(=O)=O)s1,O=C(O)c1ccccc1,0
110.0,C(=Cc1ccncc1)c1ccncc1,Oc1cccc(O)c1,1
111.0,Oc1cccc(O)c1,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,1
112.0,C(=Cc1ccncc1)c1ccncc1,COc1cc(O)cc(O)c1,1
113.0,C(=Cc1ccccn1)c1ccccn1,Oc1cccc(O)c1,1
114.0,NC(=O)N1c2ccccc2C=Cc2ccccc21,Oc1ccc(O)cc1,1
115.0,NC(=O)CN1CCCC1=O,Oc1ccc(O)cc1,1
116.0,C(#Cc1ccccn1)c1ccccn1,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,1
117.0,NC(=O)c1cccnc1,O=C(O)c1cc2ccccc2cc1O,1
118.0,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,c1ccc2c(c1)ccc1ccccc12,1
119.0,CC(=O)C=C(C)O,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,1
120.0,COC(=O)n1cnc(C(N)=O)c1N,Cn1nnc2c(C(N)=O)ncn2c1=O,1
121.0,Cn1nnc2c(C(N)=O)ncn2c1=O,Nc1ccccc1C(=O)O,1
122.0,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(O)C(O)C(O)C(=O)O,1
123.0,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(O)C(=O)O,1
124.0,Cn1nnc2c(C(N)=O)ncn2c1=O,O=C(O)c1ccccc1O,1
125.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,c1cc2c3c(cccc3c1)CC2,1
126.0,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,c1cc2c3c(cccc3c1)CC2,1
127.0,C(=Cc1ccccn1)c1ccccn1,O=C(O)c1cccc2cccc(C(=O)O)c12,1
128.0,O=C(O)c1cccc2cccc(C(=O)O)c12,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,1
129.0,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,O=c1cccc[nH]1,1
130.0,NC(=O)c1ccncc1,O=C(O)C1CCCCC1,1
131.0,NC(=O)c1cnccn1,O=C(O)c1cc(O)cc(O)c1,1
132.0,COc1cc(C=CC(=O)O)ccc1O,NC(=O)c1cnccn1,1
133.0,Oc1cccc(O)c1,c1cc(CCc2ccncc2)ccn1,1
134.0,Oc1ccc(Cl)c(O)c1,c1cc(CCc2ccncc2)ccn1,1
135.0,N#Cc1ccc(C(=O)O)cc1,NNC(=O)c1ccncc1,1
136.0,NNC(=O)c1ccncc1,Nc1ccc(C(=O)O)cc1,1
137.0,NNC(=O)c1ccncc1,O=C(O)c1ccc([N+](=O)[O-])cc1,1
138.0,C1CCC(NC2CCCCC2)CC1,ON=C1CCCCC1,1
139.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,1
140.0,Cc1cc[n+]([O-])cc1,O=C1NS(=O)(=O)c2ccccc21,1
141.0,Cc1cc(C)nc(N)n1,O=C(O)c1ccc(O)cc1,1
142.0,CCn1cnc2c(N)ncnc21,CSCOC(=O)C1(C)CC2(C)CC(C)(C1)C(=O)NC2=O,1
143.0,C=CC1(C)CCC2C(=CCC3C(C)(CO)C(O)CCC23C)C1,CC12CC34CCC5C(C)(CO)C(O)CCC5(C)C3CC1C2C4,1
144.0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]cc(Br)c(=O)[nH]1,1
145.0,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,1
146.0,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,c1ccc(-c2ccccn2)nc1,1
147.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1cc(F)c(F)c(F)c1F,1
148.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1c(F)cccc1F,1
149.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1cc(F)ccc1F,1
150.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1cccc(F)c1F,1
151.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1cccc(F)c1,1
152.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)c1ccccc1F,1
153.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)C1CCCCC1,1
154.0,C1CNCCN1,O=[N+]([O-])c1ccc(O)cc1,1
155.0,C(=Cc1ccncc1)c1ccncc1,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1
156.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(CCc2ccncc2)ccn1,1
157.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(N=Nc2ccncc2)ccn1,1
158.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,c1cc(CCCc2ccncc2)ccn1,1
159.0,COc1ccc2cc(C(C)C(=O)O)ccc2c1,c1cc(N=Nc2ccncc2)ccn1,1
160.0,Cn1c(=O)c2c(ncn2C)n(C)c1=O,O=C(O)C=Cc1ccccc1,1
161.0,N#Cc1cc(C#N)c(C#N)cc1C#N,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,1
162.0,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34,1
163.0,O=C(O)Cc1ccccc1,O=c1cccc[nH]1,1
164.0,O=C(O)Cc1ccc(Cl)cc1,O=c1cccc[nH]1,1
165.0,O=C(O)Cc1cccc2ccccc12,O=c1cccc[nH]1,1
166.0,C1CSCCN1,Fc1c(F)c(I)c(F)c(F)c1I,1
167.0,C1CCNCC1,Fc1c(F)c(I)c(F)c(F)c1I,1
168.0,NC(N)=S,O=C1C(=O)c2ccccc2-c2ccccc21,1
169.0,C#CC(=O)O,O=C1CNC(=O)CN1,1
170.0,O=C1C(O)=C(Cl)C(=O)C(O)=C1Cl,O=C1CNC(=O)CN1,1
171.0,O=C(O)c1cc(O)ccc1O,O=C1CNC(=O)CN1,1
172.0,O=C(O)c1cc(Cl)ccc1O,O=C1CNC(=O)CN1,1
173.0,O=C(O)C=CC(=O)O,O=C1CNC(=O)CN1,1
174.0,O=C(O)c1cc(O)c(C(=O)O)cc1O,O=C1CNC(=O)CN1,1
175.0,O=C1C=C(O)C(=O)C=C1O,O=C1CNC(=O)CN1,1
176.0,CCCC=CC(=O)O,NC(=O)c1ccncc1,1
177.0,NC(=O)c1ccncc1,O=C(O)c1ccc([N+](=O)[O-])cc1,1
178.0,NC(=O)c1ccc(Cl)cc1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
179.0,CN(C)c1cccc(C(=O)O)c1,NC(=O)c1ccc(Cl)cc1,1
180.0,NC(=O)c1ccc(Cl)cc1,O=C(O)C=CC(=O)O,1
181.0,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,NC(=S)C(N)=S,1
182.0,C1COCCOCCOCCOCCOCCO1,NC(=S)NNC(N)=S,1
183.0,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,NC(=S)NNC(N)=S,1
184.0,C1COCCOCCOCCO1,NC(=S)NNC(N)=S,1
185.0,CC(=O)Nc1cccc(NC(C)=O)n1,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,1
186.0,NC(=S)c1ccccc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
187.0,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,1
188.0,NC(=O)CN1CCCC1=O,O=C(O)c1cc(O)c(O)c(O)c1,1
189.0,CC1(C)C(=O)N(I)C(=O)N1I,Cc1ccncc1,1
190.0,CC1(C)C(=O)N(I)C(=O)N1I,c1cc(N2CCCC2)ccn1,1
191.0,CC1(C)C(=O)N(I)C(=O)N1I,COC(=O)c1ccncc1,1
192.0,CC1(C)C(=O)N(I)C(=O)N1I,CN(C)c1ccncc1,1
193.0,Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,c1ccc2cnccc2c1,1
194.0,CC1CCC(N)CC1,OC1(c2ccccc2)c2ccccc2-c2ccccc21,1
195.0,O=C(O)c1ccc(C=Cc2ccc(C(=O)O)cc2)cc1,c1cc(CCc2ccncc2)ccn1,1
196.0,COc1cccc(OC)c1,N#CC(C#N)=C(C#N)c1ccc(-c2ccc(-c3ccc(C(C#N)=C(C#N)C#N)s3)n2-c2ccccc2)s1,1
197.0,COc1ccc(OC)cc1,N#CC(C#N)=C(C#N)c1ccc(-c2ccc(-c3ccc(C(C#N)=C(C#N)C#N)s3)n2-c2ccccc2)s1,1
198.0,Nc1ccccc1C(=O)O,[NH3+]c1ccccc1C(=O)[O-],1
199.0,NC(=O)NC(N)=O,O=C(O)CCCC(=O)O,1
200.0,NC(N)=O,c1ccc(-c2ccccn2)nc1,1
201.0,NC(N)=S,c1cnc2c(c1)ccc1cccnc12,1
202.0,NC(N)=O,c1cnc2c(c1)ccc1cccnc12,1
203.0,Cc1ccc2ccc3ccc(C)nc3c2n1,NC(N)=O,1
204.0,Cc1ccc2ccc3ccc(C)nc3c2n1,NC(N)=S,1
205.0,O=C(O)C1CCC(C(=O)O)CC1,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,1
206.0,C1CNCCN1,O=C(O)C(O)C(O)C(=O)O,1
207.0,CNC(C)=O,OC(c1ccccc1)(c1ccccc1)C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1,1
208.0,O=C1C(Cl)=CC(=C2C=C(Cl)C(=O)C(Cl)=C2)C=C1Cl,c1ccc2cc3ccccc3cc2c1,1
209.0,N#Cc1cc(C#N)c(C#N)cc1C#N,c1ccc2cc3ccccc3cc2c1,1
210.0,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,c1ccc2cc3ccccc3cc2c1,1
211.0,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,c1ccc2cc3ccccc3cc2c1,1
212.0,O=c1cc2ccccc2c[nH]1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
213.0,O=c1cc2ccccc2c[nH]1,Oc1cccc(O)c1,1
214.0,C1CSCCS1,Fc1c(F)c(I)c(F)c(F)c1I,1
215.0,Fc1c(F)c(F)c(I)c(I)c1F,c1ccc2nc3ccccc3nc2c1,1
216.0,Fc1c(F)c(I)c(F)c(F)c1I,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
217.0,COc1cc(O)cc(O)c1,O=C(C=Cc1ccncc1)C=Cc1ccncc1,1
218.0,Oc1cc(O)c(Cl)cc1Cl,c1ccc(-c2ccccn2)nc1,1
219.0,Oc1cc(O)c(Cl)cc1Cl,c1ccc(-c2ccc(-c3ccccn3)s2)nc1,1
220.0,C(=Cc1ccccn1)c1ccccn1,NC(N)=S,1
221.0,Oc1ccccc1O,c1ccc(-c2ccc(-c3ccccn3)s2)nc1,1
222.0,Cc1cc(=O)n(-c2ccccc2)n1C,O=C(O)c1ccccc1O,1
223.0,Brc1cccnc1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
224.0,Clc1cccnc1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
